id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
1387,Male,31,1,48,0,> 2 Years,Yes,2630,156,153,0
1388,Female,46,1,33,1,1-2 Year,No,30824,26,95,0
1389,Female,42,1,14,0,1-2 Year,No,34202,152,130,0
1390,Female,48,1,28,0,1-2 Year,Yes,45920,124,116,0
1391,Female,22,1,6,1,< 1 Year,No,30578,152,44,0
1392,Female,57,1,28,0,1-2 Year,Yes,27489,122,233,0
1393,Male,29,1,28,0,< 1 Year,No,36184,152,118,0
1394,Male,24,1,39,0,< 1 Year,Yes,33799,152,89,0
1395,Male,23,1,15,1,< 1 Year,No,27143,152,50,0
1396,Male,28,1,10,1,< 1 Year,No,28654,152,164,0
1397,Female,33,1,41,1,1-2 Year,No,37208,26,240,0
1398,Male,24,1,30,1,< 1 Year,No,27582,152,235,0
1399,Female,47,1,28,0,1-2 Year,Yes,27744,26,212,0
1400,Male,23,1,30,0,< 1 Year,Yes,32615,152,69,0
1401,Male,24,1,30,0,< 1 Year,Yes,32002,152,32,0
1402,Male,23,1,8,1,< 1 Year,No,38582,152,148,0
1403,Male,24,1,3,1,< 1 Year,No,2630,160,278,0
1404,Male,54,1,28,0,1-2 Year,Yes,49998,26,213,0
1405,Female,65,1,28,0,1-2 Year,Yes,49557,26,286,0
1406,Female,23,1,36,0,< 1 Year,Yes,35131,152,28,0
1407,Female,70,1,33,0,1-2 Year,Yes,2630,26,217,1
1408,Female,38,1,30,0,1-2 Year,Yes,33786,124,149,1
1409,Male,28,1,28,1,< 1 Year,No,57493,152,237,0
1410,Male,41,1,28,0,1-2 Year,Yes,42304,124,254,0
1411,Male,48,1,28,0,1-2 Year,Yes,36677,26,40,1
1412,Female,29,1,28,1,1-2 Year,No,35172,124,33,0
1413,Female,22,1,28,0,< 1 Year,Yes,43584,26,116,1
1414,Female,43,1,28,1,1-2 Year,No,37570,124,110,0
1415,Male,40,1,46,1,1-2 Year,No,18859,124,190,0
1416,Male,57,1,2,1,1-2 Year,No,24766,152,157,0
1417,Female,24,1,28,1,< 1 Year,No,76648,152,80,0
1418,Female,64,1,45,0,1-2 Year,Yes,25490,26,155,0
1419,Female,23,1,37,0,< 1 Year,No,29944,152,189,0
1420,Male,48,1,29,0,> 2 Years,Yes,26804,124,134,1
1421,Female,50,1,25,0,1-2 Year,Yes,28477,156,250,1
1422,Male,52,1,28,1,1-2 Year,No,20520,26,30,0
1423,Female,22,1,6,1,< 1 Year,No,54460,152,224,0
1424,Male,21,1,11,0,< 1 Year,Yes,57953,160,254,0
1425,Male,23,1,50,1,< 1 Year,No,47493,152,78,0
1426,Male,76,1,28,1,1-2 Year,No,24417,124,173,0
1427,Female,79,1,33,0,1-2 Year,Yes,30534,124,234,0
1428,Male,32,1,39,1,1-2 Year,No,2630,156,297,0
1429,Male,67,1,5,0,1-2 Year,No,26290,26,186,0
1430,Female,23,1,8,0,< 1 Year,Yes,41258,152,44,0
1431,Female,22,1,15,1,< 1 Year,No,33409,160,178,0
1432,Male,68,1,6,1,1-2 Year,No,29638,26,287,0
1433,Male,25,1,33,1,< 1 Year,No,24311,152,139,0
1434,Male,24,1,44,1,< 1 Year,No,25058,152,205,0
1435,Male,64,1,0,0,1-2 Year,Yes,2630,7,205,0
1436,Male,47,1,50,0,1-2 Year,Yes,2630,157,27,0
1437,Female,21,1,28,0,< 1 Year,Yes,39745,160,47,0
1438,Male,73,1,15,1,1-2 Year,No,2630,124,186,0
1439,Female,26,1,46,1,< 1 Year,Yes,37804,124,207,0
1440,Female,23,1,8,1,< 1 Year,No,38754,152,188,0
1441,Female,26,1,28,1,< 1 Year,No,31829,152,236,0
1442,Male,64,1,11,0,1-2 Year,Yes,35076,124,29,0
1443,Male,53,1,7,0,1-2 Year,Yes,84398,26,19,1
1444,Female,27,1,21,1,< 1 Year,No,42194,152,50,0
1445,Female,26,1,28,1,< 1 Year,No,43358,152,248,0
1446,Male,51,1,39,1,1-2 Year,Yes,54943,124,238,0
1447,Male,25,1,45,1,1-2 Year,No,29284,124,35,0
1448,Male,24,1,28,1,< 1 Year,No,31279,152,43,0
1449,Male,43,1,11,0,1-2 Year,Yes,35552,26,89,1
1450,Male,41,1,24,0,1-2 Year,Yes,21253,124,34,0
1451,Male,69,1,17,0,1-2 Year,Yes,46150,124,55,1
1452,Female,49,1,51,1,1-2 Year,No,34560,122,202,0
1453,Female,56,1,40,0,1-2 Year,Yes,31000,26,92,0
1454,Female,37,1,28,1,1-2 Year,No,2630,124,262,0
1455,Female,65,1,30,1,1-2 Year,No,33132,152,152,0
1456,Female,24,1,18,1,< 1 Year,No,34826,152,38,0
1457,Male,26,1,33,1,< 1 Year,No,20276,152,176,0
1458,Female,26,1,36,1,< 1 Year,No,35076,152,95,0
1459,Female,29,1,15,0,< 1 Year,Yes,30018,152,266,0
1460,Female,25,1,41,1,< 1 Year,No,45047,152,134,0
1461,Female,40,1,23,1,1-2 Year,No,36945,124,175,0
1462,Male,25,1,18,1,< 1 Year,No,28702,152,279,0
1463,Female,48,1,28,1,1-2 Year,No,2630,124,167,0
1464,Female,47,1,41,0,1-2 Year,Yes,36138,124,119,1
1465,Female,52,1,38,0,1-2 Year,Yes,35449,26,147,1
1466,Female,23,1,45,0,< 1 Year,No,24112,152,53,0
1467,Female,53,1,28,0,1-2 Year,Yes,46541,122,276,0
1468,Female,25,1,28,1,< 1 Year,No,57160,152,105,0
1469,Male,53,1,23,0,1-2 Year,Yes,34867,26,113,0
1470,Male,52,1,28,0,1-2 Year,Yes,2630,26,155,1
1471,Male,58,1,28,1,1-2 Year,No,2630,124,98,0
1472,Male,58,1,46,1,1-2 Year,No,24566,26,11,0
1473,Male,34,1,28,0,1-2 Year,Yes,2630,157,152,0
1474,Male,50,1,48,1,1-2 Year,No,2630,26,114,0
1475,Male,68,1,28,1,1-2 Year,No,35429,122,64,0
1476,Male,46,1,47,1,1-2 Year,No,26730,26,262,0
1477,Male,54,1,46,0,1-2 Year,Yes,31541,155,225,0
1478,Male,26,1,41,1,< 1 Year,No,28894,152,50,0
1479,Male,40,1,28,0,1-2 Year,Yes,33418,124,193,1
1480,Male,47,1,29,1,1-2 Year,No,2630,135,105,0
1481,Female,44,1,28,0,1-2 Year,Yes,38913,26,274,0
1482,Male,56,1,13,0,1-2 Year,Yes,32482,124,258,0
1483,Male,24,1,13,1,< 1 Year,No,20708,152,79,0
1484,Female,24,1,28,1,< 1 Year,No,47506,152,164,0
1485,Male,52,1,4,1,1-2 Year,No,39298,124,25,0
1486,Male,40,1,28,0,1-2 Year,Yes,36699,124,271,1
1487,Male,43,1,28,1,1-2 Year,No,27574,26,94,0
1488,Male,25,1,46,1,< 1 Year,No,30466,152,286,0
1489,Male,25,1,28,1,< 1 Year,No,40540,152,169,0
1490,Male,25,1,28,0,< 1 Year,Yes,35506,152,169,0
1491,Male,32,1,11,1,< 1 Year,No,29929,152,73,0
1492,Male,26,1,35,1,< 1 Year,No,31078,152,185,0
1493,Male,51,1,48,0,1-2 Year,No,2630,26,170,0
1494,Male,34,1,28,0,1-2 Year,Yes,29905,124,181,1
1495,Female,22,1,30,1,< 1 Year,No,30422,152,84,0
1496,Female,38,1,9,0,1-2 Year,Yes,28210,31,197,0
1497,Male,31,1,41,0,< 1 Year,Yes,2630,156,20,0
1498,Male,40,1,28,1,1-2 Year,No,2630,26,157,0
1499,Male,43,1,23,1,1-2 Year,No,33465,26,274,0
1500,Female,30,1,28,1,< 1 Year,No,55073,124,19,0
1501,Male,32,1,12,1,< 1 Year,No,2630,160,223,0
1502,Female,66,1,29,1,1-2 Year,No,23693,124,271,0
1503,Female,30,1,49,0,< 1 Year,Yes,29537,152,116,0
1504,Female,24,1,8,1,< 1 Year,No,45128,152,252,0
1505,Male,44,1,18,1,1-2 Year,Yes,2630,26,44,0
1506,Female,72,1,30,0,1-2 Year,Yes,30940,26,82,0
1507,Female,22,1,21,1,< 1 Year,No,44554,152,224,0
1508,Female,22,1,19,1,< 1 Year,No,54559,152,87,0
1509,Male,28,1,28,1,< 1 Year,No,61534,152,121,0
1510,Female,23,1,18,1,< 1 Year,No,29859,152,183,0
1511,Male,67,1,28,0,> 2 Years,Yes,37500,124,46,1
1512,Female,36,1,28,0,1-2 Year,Yes,24595,154,19,1
1513,Female,64,1,14,1,1-2 Year,No,40671,124,37,0
1514,Male,21,1,37,0,< 1 Year,No,45391,152,173,0
1515,Male,24,1,15,0,< 1 Year,No,25856,152,256,0
1516,Male,25,1,30,1,< 1 Year,No,38837,152,179,0
1517,Male,24,1,10,0,< 1 Year,Yes,31833,152,95,1
1518,Female,44,1,30,1,1-2 Year,No,40634,152,90,0
1519,Male,63,1,13,1,1-2 Year,Yes,30321,124,154,0
1520,Male,31,1,30,1,< 1 Year,No,29248,152,157,0
1521,Male,48,1,37,0,1-2 Year,Yes,40414,26,77,0
1522,Male,35,1,9,0,< 1 Year,No,2630,1,203,0
1523,Male,45,1,22,0,1-2 Year,Yes,2630,30,202,0
1524,Male,47,1,28,0,> 2 Years,Yes,85787,26,116,0
1525,Male,55,1,28,0,1-2 Year,Yes,2630,124,214,0
1526,Female,30,1,15,1,< 1 Year,No,40719,152,283,0
1527,Female,23,1,15,1,< 1 Year,No,27785,152,18,0
1528,Male,69,1,33,0,1-2 Year,Yes,42695,124,135,0
1529,Male,26,1,30,1,< 1 Year,No,29227,152,41,0
1530,Male,38,1,30,0,1-2 Year,Yes,37723,140,145,0
1531,Male,60,1,46,0,1-2 Year,Yes,34883,11,62,0
1532,Female,24,1,11,1,< 1 Year,No,28736,152,163,0
1533,Female,38,1,8,0,1-2 Year,Yes,30490,124,81,0
1534,Female,24,1,25,1,< 1 Year,No,27606,152,259,0
1535,Female,24,1,46,0,< 1 Year,Yes,34529,152,178,0
1536,Male,71,1,28,1,1-2 Year,No,64065,124,179,0
1537,Female,25,1,37,0,< 1 Year,No,22243,152,161,0
1538,Male,44,1,8,0,1-2 Year,Yes,28855,124,37,0
1539,Female,27,1,28,1,< 1 Year,No,39187,152,250,0
1540,Female,47,1,28,0,1-2 Year,Yes,47115,26,255,0
1541,Female,43,1,28,0,1-2 Year,Yes,2630,26,281,1
1542,Male,24,1,35,1,< 1 Year,No,30168,152,253,0
1543,Female,67,1,33,0,> 2 Years,Yes,2630,26,62,0
1544,Male,30,1,46,1,< 1 Year,No,36721,160,58,0
1545,Male,22,1,35,1,< 1 Year,No,49422,152,276,0
1546,Male,42,1,28,0,1-2 Year,Yes,43222,26,57,0
1547,Male,20,1,6,0,< 1 Year,Yes,19033,160,94,0
1548,Female,41,1,1,0,1-2 Year,No,2630,156,256,0
1549,Male,21,1,50,1,< 1 Year,No,36986,160,199,0
1550,Female,27,1,6,1,< 1 Year,No,26055,152,82,0
1551,Female,56,1,28,0,1-2 Year,Yes,36666,60,174,0
1552,Female,38,1,7,0,1-2 Year,No,40573,156,231,0
1553,Male,64,1,28,0,1-2 Year,Yes,107115,25,293,1
1554,Female,47,1,46,0,1-2 Year,Yes,36619,26,267,0
1555,Female,40,1,28,0,1-2 Year,Yes,41737,26,266,1
1556,Male,36,1,28,0,1-2 Year,Yes,24535,154,44,0
1557,Male,29,1,16,1,< 1 Year,No,29018,151,186,0
1558,Male,70,1,5,0,1-2 Year,Yes,20953,26,215,1
1559,Male,26,1,47,0,< 1 Year,Yes,2630,152,113,0
1560,Female,23,1,25,1,< 1 Year,No,28420,160,47,0
1561,Male,47,1,50,0,1-2 Year,Yes,25259,124,32,1
1562,Male,30,1,12,1,< 1 Year,No,26763,152,23,0
1563,Female,25,1,19,1,< 1 Year,No,28299,152,158,0
1564,Male,60,1,50,0,1-2 Year,Yes,21859,8,22,0
1565,Male,44,1,28,1,1-2 Year,Yes,33844,26,81,0
1566,Male,50,1,48,0,1-2 Year,Yes,2630,124,100,0
1567,Male,26,1,8,1,< 1 Year,No,43829,152,216,0
1568,Female,25,1,11,1,< 1 Year,No,35842,152,64,0
1569,Male,59,1,28,0,1-2 Year,Yes,31291,26,273,0
1570,Female,25,1,6,1,< 1 Year,No,21293,152,259,0
1571,Female,29,1,28,0,< 1 Year,Yes,49466,124,106,1
1572,Female,22,1,2,1,< 1 Year,No,24169,152,71,0
1573,Male,24,1,12,1,1-2 Year,No,41043,124,233,0
1574,Male,33,1,8,0,< 1 Year,Yes,31443,26,44,1
1575,Female,29,1,3,0,1-2 Year,No,24191,124,69,0
1576,Male,23,1,3,1,< 1 Year,No,21871,152,56,0
1577,Male,23,1,29,0,< 1 Year,Yes,36525,152,209,0
1578,Male,40,1,28,0,1-2 Year,Yes,36142,124,285,0
1579,Male,42,1,13,0,1-2 Year,Yes,2630,163,291,0
1580,Male,37,1,8,0,1-2 Year,Yes,51281,124,246,0
1581,Female,20,1,30,0,< 1 Year,Yes,29783,160,262,0
1582,Male,44,1,35,0,1-2 Year,Yes,21763,124,156,0
1583,Female,47,1,28,0,1-2 Year,Yes,28704,26,43,0
1584,Male,24,1,28,1,< 1 Year,No,50529,152,117,0
1585,Female,21,1,35,1,< 1 Year,No,19545,160,15,0
1586,Male,45,1,28,0,1-2 Year,Yes,63614,124,160,0
1587,Male,22,1,29,1,< 1 Year,No,51379,152,119,0
1588,Female,44,1,28,1,1-2 Year,No,36657,26,159,0
1589,Male,49,1,28,1,1-2 Year,No,54070,26,188,0
1590,Male,25,1,28,1,< 1 Year,No,48951,152,76,0
1591,Female,49,1,25,0,1-2 Year,Yes,2630,163,225,1
1592,Male,53,1,28,0,1-2 Year,No,38034,124,287,0
1593,Male,71,1,41,0,1-2 Year,Yes,52436,26,61,0
1594,Male,24,1,39,0,< 1 Year,Yes,41894,152,246,0
1595,Female,60,1,3,1,1-2 Year,No,2630,124,252,0
1596,Male,65,1,28,0,1-2 Year,Yes,2630,13,159,0
1597,Male,37,1,46,0,1-2 Year,Yes,2630,160,33,0
1598,Female,24,1,28,1,< 1 Year,No,39334,152,190,0
1599,Male,50,1,19,0,1-2 Year,Yes,35139,25,186,1
1600,Male,43,1,8,0,1-2 Year,Yes,27605,124,227,0
1601,Female,24,1,50,1,< 1 Year,No,37169,152,102,0
1602,Male,44,1,28,1,1-2 Year,Yes,26866,23,266,0
1603,Male,23,1,41,1,< 1 Year,No,41413,152,267,0
1604,Female,40,1,9,0,1-2 Year,Yes,36075,152,100,0
1605,Male,54,1,33,0,1-2 Year,Yes,32270,26,131,0
1606,Female,37,1,28,1,1-2 Year,No,28300,26,204,0
1607,Male,79,1,36,0,1-2 Year,Yes,39390,26,109,0
1608,Female,27,1,8,1,< 1 Year,No,38439,160,209,0
1609,Female,22,1,46,0,< 1 Year,Yes,32160,152,25,0
1610,Male,37,1,3,0,1-2 Year,Yes,2630,160,35,0
1611,Male,46,0,29,0,1-2 Year,Yes,40502,124,79,0
1612,Female,21,1,9,1,< 1 Year,No,2630,160,157,0
1613,Male,40,1,36,0,1-2 Year,Yes,2630,26,258,0
1614,Male,43,1,8,0,1-2 Year,Yes,40906,26,121,0
1615,Male,49,1,41,1,1-2 Year,No,32307,109,142,0
1616,Female,23,1,37,1,< 1 Year,No,43156,152,201,0
1617,Female,54,1,3,0,1-2 Year,Yes,33861,124,74,0
1618,Male,47,1,28,0,1-2 Year,Yes,57968,124,131,0
1619,Male,37,1,28,1,1-2 Year,No,2630,124,191,0
1620,Female,52,1,28,0,1-2 Year,Yes,29838,124,169,0
1621,Male,35,1,41,0,1-2 Year,Yes,2630,124,236,1
1622,Male,24,1,14,1,< 1 Year,No,27911,152,216,0
1623,Female,75,1,28,0,1-2 Year,Yes,44169,26,14,1
1624,Female,44,1,30,0,1-2 Year,Yes,32131,26,21,0
1625,Male,22,1,8,1,< 1 Year,No,43531,152,204,0
1626,Female,25,1,14,1,< 1 Year,No,36817,152,89,0
1627,Female,32,1,3,0,< 1 Year,Yes,25944,124,19,1
1628,Female,21,1,49,1,< 1 Year,Yes,2630,160,31,0
1629,Male,45,1,28,0,1-2 Year,Yes,25741,26,12,1
1630,Female,20,1,8,1,< 1 Year,No,41017,160,182,0
1631,Male,70,1,31,0,1-2 Year,Yes,2630,9,88,0
1632,Male,33,1,47,0,1-2 Year,No,41654,154,11,0
1633,Female,23,1,50,1,< 1 Year,No,26721,151,156,0
1634,Female,39,1,46,0,1-2 Year,Yes,39945,124,119,0
1635,Male,53,1,8,1,1-2 Year,Yes,27473,26,63,0
1636,Male,44,1,15,0,1-2 Year,Yes,27591,154,62,0
1637,Male,48,1,46,0,1-2 Year,Yes,38133,11,170,0
1638,Male,43,1,28,0,1-2 Year,Yes,70409,26,277,0
1639,Male,26,1,36,1,< 1 Year,No,31580,152,290,0
1640,Female,47,1,28,1,1-2 Year,No,30798,13,41,0
1641,Female,24,1,47,1,< 1 Year,No,28218,152,90,0
1642,Female,47,1,41,1,1-2 Year,No,42080,124,62,0
1643,Male,31,1,41,1,< 1 Year,No,38679,152,289,0
1644,Male,75,1,38,0,1-2 Year,Yes,2630,124,290,1
1645,Male,44,1,46,1,1-2 Year,Yes,31779,124,143,0
1646,Male,71,1,28,0,1-2 Year,Yes,51924,122,112,0
1647,Female,64,1,45,0,1-2 Year,Yes,25458,26,55,0
1648,Male,38,1,46,0,> 2 Years,Yes,2630,156,172,0
1649,Male,46,1,36,1,1-2 Year,No,27280,124,251,0
1650,Female,32,1,35,0,< 1 Year,Yes,32707,152,11,1
1651,Female,25,1,36,1,< 1 Year,No,35614,152,288,0
1652,Male,46,1,29,0,1-2 Year,Yes,2630,156,30,1
1653,Male,56,1,28,1,1-2 Year,No,27055,26,130,0
1654,Female,71,1,18,1,1-2 Year,No,51266,124,200,0
1655,Male,52,1,28,0,1-2 Year,Yes,51373,26,286,0
1656,Male,57,1,18,0,1-2 Year,Yes,33439,124,63,0
1657,Female,21,1,28,1,< 1 Year,No,73269,152,259,0
1658,Male,25,1,34,0,< 1 Year,No,25293,152,34,0
1659,Female,65,1,28,1,1-2 Year,No,34963,111,251,0
1660,Female,31,1,28,0,< 1 Year,Yes,45607,154,28,0
1661,Male,53,1,28,1,1-2 Year,No,30516,124,269,0
1662,Female,26,1,30,1,< 1 Year,No,29425,152,279,0
1663,Male,25,1,12,1,< 1 Year,No,55663,152,232,0
1664,Male,24,1,41,1,< 1 Year,No,24484,152,207,0
1665,Male,48,1,28,0,1-2 Year,Yes,24653,124,74,1
1666,Male,69,1,8,1,1-2 Year,Yes,65671,30,79,0
1667,Male,41,1,28,0,1-2 Year,Yes,38634,124,164,0
1668,Male,39,1,28,0,1-2 Year,Yes,54985,26,170,1
1669,Male,39,1,28,0,1-2 Year,Yes,2630,122,269,1
1670,Female,71,1,15,1,1-2 Year,No,40369,122,162,0
1671,Female,32,1,28,1,< 1 Year,No,40606,152,148,0
1672,Female,25,1,47,1,< 1 Year,No,2630,152,193,0
1673,Male,48,1,14,1,1-2 Year,No,31685,26,293,0
1674,Female,23,1,46,1,< 1 Year,No,28965,152,215,0
1675,Male,29,1,41,1,< 1 Year,No,19896,152,147,0
1676,Female,38,1,30,1,1-2 Year,No,29384,152,92,0
1677,Female,23,1,8,0,< 1 Year,Yes,2630,160,135,0
1678,Female,37,1,35,1,1-2 Year,No,2630,156,76,0
1679,Male,42,1,47,1,1-2 Year,No,36960,26,285,0
1680,Male,67,1,28,0,1-2 Year,No,35943,154,12,0
1681,Male,23,1,14,1,< 1 Year,No,25383,152,131,0
1682,Male,75,1,30,1,1-2 Year,No,23823,26,133,0
1683,Female,35,1,9,1,1-2 Year,No,24752,124,181,0
1684,Female,21,1,3,1,< 1 Year,No,46902,160,148,0
1685,Female,24,1,6,1,< 1 Year,No,22631,152,195,0
1686,Female,42,1,28,1,1-2 Year,No,34696,122,200,0
1687,Female,24,1,11,1,< 1 Year,No,27490,152,259,0
1688,Female,31,1,46,0,< 1 Year,Yes,24200,152,21,0
1689,Female,22,1,1,1,< 1 Year,No,2630,152,112,0
1690,Female,25,1,28,1,< 1 Year,No,36571,152,223,1
1691,Male,24,1,29,1,< 1 Year,Yes,36615,26,219,0
1692,Female,36,1,50,1,1-2 Year,Yes,25210,154,199,0
1693,Female,22,1,41,0,1-2 Year,Yes,2630,163,121,0
1694,Male,23,1,21,1,< 1 Year,No,20209,152,139,0
1695,Female,27,1,15,1,< 1 Year,No,49331,152,235,0
1696,Female,23,1,8,0,< 1 Year,Yes,29395,152,293,0
1697,Female,20,1,35,1,< 1 Year,No,31387,160,120,0
1698,Male,31,1,3,0,1-2 Year,Yes,2630,156,186,0
1699,Female,63,1,28,1,1-2 Year,No,34253,26,44,0
1700,Male,24,1,39,0,< 1 Year,No,40233,157,45,0
1701,Female,23,1,21,1,< 1 Year,No,24548,152,160,0
1702,Female,38,1,46,0,1-2 Year,Yes,37036,26,110,1
1703,Female,38,1,46,0,1-2 Year,Yes,2630,157,157,1
1704,Male,55,1,14,1,1-2 Year,No,36194,26,246,0
1705,Female,25,1,29,0,< 1 Year,Yes,32292,152,83,0
1706,Male,33,1,21,0,< 1 Year,Yes,2630,152,113,0
1707,Female,21,1,28,1,< 1 Year,No,36329,152,238,0
1708,Female,23,1,18,1,< 1 Year,No,33483,152,88,0
1709,Female,24,1,46,1,< 1 Year,No,25052,152,291,0
1710,Female,51,1,21,0,1-2 Year,Yes,2630,124,234,0
1711,Female,41,1,39,0,1-2 Year,Yes,48964,26,206,0
1712,Male,43,1,15,0,1-2 Year,Yes,37005,124,27,0
1713,Female,24,1,21,1,< 1 Year,No,29845,152,290,0
1714,Male,58,1,28,0,> 2 Years,Yes,31221,122,249,0
1715,Male,37,1,28,0,1-2 Year,Yes,31501,124,106,0
1716,Female,31,1,15,1,< 1 Year,No,41254,152,163,0
1717,Female,28,1,11,1,< 1 Year,No,26121,152,95,0
1718,Female,68,1,41,0,1-2 Year,Yes,32140,26,243,1
1719,Female,24,1,36,0,< 1 Year,Yes,32869,152,38,0
1720,Female,25,1,37,1,< 1 Year,No,43831,152,162,0
1721,Male,70,1,38,0,1-2 Year,Yes,2630,26,187,0
1722,Male,38,1,6,1,1-2 Year,No,27604,152,169,0
1723,Female,31,1,28,0,< 1 Year,Yes,62114,124,52,1
1724,Male,23,1,9,0,< 1 Year,Yes,42894,152,283,1
1725,Male,53,1,8,0,1-2 Year,Yes,31365,124,189,0
1726,Female,22,1,24,1,< 1 Year,No,21578,152,293,0
1727,Female,22,1,36,0,< 1 Year,No,40577,152,142,0
1728,Male,39,1,36,0,1-2 Year,Yes,2630,26,198,1
1729,Male,38,1,28,0,1-2 Year,Yes,2630,156,200,0
1730,Female,21,1,18,0,< 1 Year,No,29844,152,291,1
1731,Female,24,1,46,1,< 1 Year,No,2630,152,134,0
1732,Female,22,1,21,1,< 1 Year,No,23766,152,16,0
1733,Male,24,1,37,0,< 1 Year,Yes,36242,152,46,0
1734,Female,26,1,18,1,< 1 Year,No,26457,152,142,0
1735,Male,48,1,28,0,> 2 Years,Yes,43167,124,201,0
1736,Female,22,1,36,1,< 1 Year,No,31642,152,214,0
1737,Female,23,1,27,0,< 1 Year,Yes,2630,151,47,0
1738,Male,22,1,49,0,< 1 Year,Yes,33062,152,210,0
1739,Female,25,1,45,0,< 1 Year,Yes,27232,152,58,0
1740,Male,46,1,28,1,1-2 Year,No,38070,13,260,0
1741,Female,35,1,28,1,1-2 Year,No,29279,152,141,0
1742,Male,44,1,28,1,1-2 Year,No,47868,26,71,0
1743,Male,21,1,41,0,< 1 Year,Yes,36704,152,191,0
1744,Female,25,1,41,1,< 1 Year,No,31787,152,59,0
1745,Male,46,1,35,0,1-2 Year,Yes,40281,26,36,1
1746,Male,54,1,28,0,1-2 Year,Yes,41196,13,23,0
1747,Male,54,1,8,0,1-2 Year,Yes,80354,124,140,0
1748,Female,24,1,47,0,< 1 Year,Yes,22222,151,21,0
1749,Male,34,1,24,0,1-2 Year,Yes,2630,157,239,0
1750,Female,54,1,28,0,> 2 Years,Yes,30398,122,288,0
1751,Male,49,1,46,0,> 2 Years,Yes,30029,124,280,0
1752,Male,28,1,28,0,1-2 Year,Yes,27458,26,102,1
1753,Female,46,1,28,1,1-2 Year,No,26470,124,168,0
1754,Female,41,1,28,1,1-2 Year,No,2630,55,69,0
1755,Male,45,1,28,0,> 2 Years,Yes,34842,26,121,1
1756,Female,23,1,50,1,< 1 Year,No,36633,152,125,0
1757,Male,37,1,28,0,1-2 Year,Yes,50521,124,47,0
1758,Female,22,1,47,0,< 1 Year,Yes,23537,152,153,0
1759,Male,50,1,28,1,1-2 Year,No,28054,124,291,0
1760,Female,42,1,46,0,1-2 Year,Yes,25915,160,227,0
1761,Female,23,1,23,1,< 1 Year,No,33005,152,32,0
1762,Female,27,1,48,1,< 1 Year,No,2630,152,220,0
1763,Male,24,1,15,1,< 1 Year,No,33808,152,83,0
1764,Male,45,1,50,1,1-2 Year,No,37170,120,237,0
1765,Male,45,1,48,0,1-2 Year,Yes,2630,124,162,0
1766,Male,24,1,27,0,< 1 Year,Yes,24146,152,160,0
1767,Male,51,1,24,1,1-2 Year,No,30147,26,289,0
1768,Female,31,1,11,0,1-2 Year,Yes,34173,26,274,1
1769,Male,49,1,28,0,1-2 Year,Yes,39059,26,250,0
1770,Male,45,1,50,0,1-2 Year,Yes,31691,25,92,0
1771,Female,69,1,50,0,> 2 Years,Yes,36966,8,215,0
1772,Male,23,1,21,1,< 1 Year,No,46047,152,145,0
1773,Male,27,1,11,1,< 1 Year,No,33675,152,157,1
1774,Male,21,1,18,0,< 1 Year,Yes,36086,152,186,0
1775,Male,21,1,15,0,< 1 Year,Yes,33842,160,102,0
1776,Male,66,1,11,1,1-2 Year,No,2630,26,188,0
1777,Male,40,1,28,1,1-2 Year,No,2630,124,209,0
1778,Male,24,1,25,1,< 1 Year,No,23308,152,290,0
1779,Male,23,1,20,0,< 1 Year,No,2630,152,210,0
1780,Female,33,1,8,0,1-2 Year,Yes,31244,155,118,0
1781,Female,28,1,50,1,< 1 Year,No,28587,152,173,0
1782,Female,44,1,28,0,> 2 Years,Yes,2630,26,53,0
1783,Female,24,1,15,1,< 1 Year,Yes,44688,152,146,0
1784,Male,80,1,45,1,1-2 Year,No,31667,26,107,0
1785,Female,45,1,45,0,1-2 Year,Yes,31905,26,133,0
1786,Female,36,1,29,1,1-2 Year,No,29046,124,28,0
1787,Female,36,1,28,0,1-2 Year,Yes,52056,124,162,0
1788,Male,49,1,33,0,1-2 Year,No,39908,124,102,0
1789,Male,44,1,41,0,1-2 Year,Yes,2630,30,286,0
1790,Male,25,1,8,1,< 1 Year,No,84319,152,235,0
1791,Male,57,1,27,0,1-2 Year,No,2630,152,248,0
1792,Male,38,1,29,0,1-2 Year,Yes,2630,124,237,0
1793,Male,63,1,8,0,1-2 Year,Yes,2630,26,270,0
1794,Male,55,1,8,1,1-2 Year,No,36997,26,229,0
1795,Male,24,1,8,0,< 1 Year,Yes,59347,152,255,0
1796,Male,45,1,28,1,1-2 Year,No,35269,26,294,0
1797,Female,26,1,10,1,< 1 Year,No,17196,152,129,0
1798,Male,28,1,33,0,1-2 Year,Yes,2630,26,60,0
1799,Male,32,1,45,1,< 1 Year,No,35297,152,92,0
1800,Male,24,1,28,1,< 1 Year,No,73824,152,58,0
1801,Female,25,1,8,1,< 1 Year,No,31243,160,277,0
1802,Male,53,1,8,0,1-2 Year,Yes,2630,124,210,1
1803,Female,31,1,3,1,< 1 Year,No,28339,152,156,0
1804,Male,46,1,29,0,1-2 Year,No,18861,124,32,0
1805,Female,26,1,14,1,< 1 Year,No,2630,152,66,0
1806,Male,43,1,8,0,1-2 Year,Yes,43338,124,87,0
1807,Male,47,1,35,0,1-2 Year,Yes,2630,26,136,0
1808,Male,25,1,29,1,< 1 Year,No,38644,152,284,0
