건물코드,기온,강수량,풍속,습도,전력소비량
AO,25.8,,1.2,85.0,2123.01
CO,25.5,,1.9,85.0,1834.08
DC,30.3,,2.2,70.0,2477.52
BO,27.0,3.0,2.9,91.0,5417.4
DR,25.4,,2.6,91.0,2193.6
DF,33.1,,1.3,58.0,1736.64
CD,21.8,,1.9,75.0,4397.76
AH,25.0,,1.1,75.0,1227.84
BA,27.6,0.0,2.3,82.0,16391.2
BP,22.6,0.0,1.1,93.0,492.48
DF,18.2,0.2,2.1,66.0,996.48
DP,22.9,,0.6,99.0,1619.28
CT,21.9,,1.2,96.0,1208.43
CA,24.5,,2.3,88.0,960.48
CR,23.8,,0.6,77.0,4281.4
AL,27.0,,1.1,97.0,1232.1
DS,26.8,,2.3,87.0,1256.22
BS,24.0,1.2,0.5,92.0,2472.96
BX,26.1,0.0,1.9,91.0,2841.9
CW,27.3,,2.1,84.0,1138.2
CC,20.6,,0.3,94.0,908.4
BH,24.8,,2.0,83.0,3358.44
CN,28.9,,4.0,69.0,491.76
AE,22.4,,1.8,84.0,1405.44
BN,19.9,,2.3,87.0,689.7
AK,24.6,,0.3,100.0,1631.04
DJ,25.5,,4.8,89.0,1852.56
CT,24.6,6.9,0.9,99.0,1190.52
AT,22.1,7.8,1.1,97.0,3291.36
DD,23.3,0.3,2.4,97.0,1478.88
BE,26.5,,4.1,49.0,1059.12
AG,27.3,,1.9,68.0,456.0
CC,25.6,0.0,4.0,99.0,1095.72
BN,26.9,,2.8,99.0,730.8
CV,26.5,0.2,3.9,94.0,6106.32
CH,26.1,,3.4,54.0,4149.12
CA,30.9,0.0,2.3,67.0,3816.96
BS,27.7,,0.9,80.0,3032.16
CU,25.8,,1.6,90.0,4610.4
BM,21.1,11.0,2.3,94.0,816.0
DH,29.0,,3.1,74.0,1660.68
CJ,31.8,,2.3,69.0,1749.96
CF,26.9,,2.5,50.0,2772.48
CK,33.7,,3.2,51.0,1085.49
DN,29.0,,3.1,74.0,1682.1
CT,23.1,,1.8,99.0,1398.24
BN,23.4,14.5,2.6,99.0,579.9
CY,24.1,,1.2,96.0,956.52
DR,25.9,,3.0,99.0,2253.96
DI,26.7,,1.5,86.0,2052.18
CA,30.6,,3.7,66.0,3748.8
DB,23.7,,1.3,82.0,1434.24
DF,24.9,,0.8,89.0,928.32
AA,25.4,6.7,1.0,96.0,2226.24
BH,28.3,,0.8,76.0,3402.36
BZ,25.5,,4.4,83.0,2837.4
DH,29.7,,2.5,68.0,1635.48
CH,21.3,,0.3,92.0,3287.04
DV,23.9,,1.4,67.0,952.56
CI,26.8,,2.8,81.0,3886.2
BT,20.1,,4.5,52.0,1205.28
CO,25.0,,2.6,84.0,1332.72
AH,23.1,,2.3,81.0,1284.96
DS,33.1,,5.1,71.0,1715.58
AW,31.6,,2.5,72.0,1752.6
BC,30.0,,5.6,71.0,2353.5
DC,26.6,0.0,3.3,74.0,2407.68
CG,28.8,0.0,2.9,80.0,1479.24
CG,26.8,0.0,1.4,92.0,762.12
AV,32.5,,1.3,67.0,1027.44
AT,25.4,0.5,1.4,90.0,1160.16
DM,24.6,,0.0,98.0,561.36
CI,22.6,8.6,4.2,96.0,3458.16
DH,27.9,,2.8,68.0,1544.58
CC,26.9,,0.9,99.0,1166.04
DT,26.8,,0.7,85.0,1638.18
DB,16.9,,2.8,62.0,966.24
CC,20.4,,2.6,83.0,1059.12
DS,21.8,,3.5,86.0,1169.46
BM,28.7,,4.0,73.0,3601.44
CF,24.8,,1.7,81.0,2841.12
DH,22.1,,1.4,77.0,914.22
BY,23.6,,0.4,87.0,2206.44
AL,28.9,,3.2,55.0,1584.18
BF,27.0,0.0,2.8,81.0,9977.76
BA,24.0,,0.5,94.0,17278.8
CS,27.9,,2.2,73.0,2070.72
AG,17.1,,0.6,92.0,552.24
BZ,28.8,,3.7,73.0,2137.5
DI,24.3,,0.8,82.0,1818.72
BZ,30.2,,2.7,87.0,2019.3
AX,22.6,,1.1,90.0,6684.6
AF,26.6,0.1,2.6,97.0,1048.8
AI,31.9,,2.2,49.0,3252.96
AK,24.9,,1.1,83.0,1689.84
CG,19.7,0.0,1.3,89.0,1803.96
BM,19.5,0.8,3.0,84.0,3457.44
AM,26.4,,2.7,94.0,3136.8
AU,22.8,2.2,1.7,90.0,2986.963333
BD,23.8,0.1,1.6,89.0,726.0
BR,29.4,,1.8,78.0,4479.84
DR,25.1,,1.7,69.0,2046.12
BE,25.2,,1.0,81.0,1386.72
BN,28.3,,4.3,81.0,1551.9
AS,27.6,,3.3,70.0,1970.28
DE,27.8,,2.8,68.0,3303.6
BN,24.5,,0.8,99.0,524.1
BD,28.6,,2.6,71.0,968.7
DQ,14.0,,0.0,95.0,760.68
BC,30.0,,2.9,72.0,1032.6
DB,24.1,,2.9,87.0,1293.84
BY,17.5,,1.1,97.0,1675.8
AC,29.2,,1.8,69.0,1769.4
AL,19.4,,2.0,71.0,992.88
AQ,18.6,,0.9,86.0,552.96
BR,25.4,1.1,1.4,99.0,603.36
DU,21.6,,1.0,95.0,686.34
DI,23.0,,0.2,95.0,751.86
DG,24.2,,1.2,79.0,1681.44
AW,25.3,,1.0,83.0,1238.1
CE,24.5,,2.6,72.0,2059.56
AZ,23.0,,0.8,100.0,2874.72
CT,24.9,,0.3,99.0,1446.66
CR,18.9,,4.2,73.0,2940.9
BF,27.1,0.1,2.7,95.0,10074.24
CM,24.4,,0.7,99.0,678.6
AB,25.4,5.2,3.5,96.0,2842.2
CI,22.6,,0.1,92.0,1701.72
DR,26.8,,3.4,93.0,2895.48
CG,28.3,0.0,1.1,85.0,1180.44
CS,33.7,,2.2,59.0,1948.56
DL,27.4,,0.7,88.0,509.04
CZ,32.9,,4.3,57.0,1471.68
CZ,27.7,,2.1,78.0,3140.64
BA,25.3,0.1,2.5,88.0,16318.4
CK,28.8,,2.8,60.0,864.18
BW,25.5,,1.6,99.0,2766.24
BF,33.2,,2.4,52.0,9971.28
DU,21.1,,0.7,93.0,611.64
AS,19.0,,2.6,86.0,651.96
BJ,29.2,,1.8,72.0,2916.96
DV,32.7,,2.6,64.0,1311.36
BG,24.5,,0.9,85.0,8689.68
CC,27.4,,2.5,95.0,946.44
AE,15.9,0.8,2.7,96.0,2283.84
CH,26.5,,2.2,75.0,2608.32
CG,17.4,0.2,2.0,93.0,2356.56
DE,32.1,,4.1,61.0,3584.4
DG,18.8,,2.6,61.0,1517.28
AF,27.7,,2.2,88.0,2199.36
DK,25.3,,2.4,72.0,540.48
DR,28.5,,3.6,75.0,3641.76
DF,22.0,,5.4,57.0,1213.44
CN,25.7,,1.0,88.0,352.71
DN,31.2,,1.9,67.0,1897.38
BP,27.3,,2.7,81.0,1761.84
AN,25.1,,3.6,86.0,1544.16
DQ,29.1,,1.2,76.0,2049.84
DU,20.3,7.8,1.3,96.0,931.5
CP,22.4,,2.8,86.0,1109.1
BV,27.2,,0.5,98.0,2651.76
BX,20.3,,2.4,65.0,2180.1
DF,28.5,,4.5,40.0,2730.24
CH,24.0,,1.2,89.0,1650.72
CH,24.1,,1.3,83.0,2398.08
BV,27.6,,3.2,35.0,1471.68
DK,24.3,,6.2,94.0,2158.8
BV,23.5,,0.1,99.0,2098.44
DS,20.6,,3.1,85.0,574.2
AJ,27.0,,2.7,77.0,4677.6
DP,28.3,,3.7,85.0,1755.84
DF,29.7,,3.9,36.0,2917.44
DI,28.1,,5.4,83.0,2088.72
AD,29.0,,2.1,78.0,717.66
BU,21.9,,0.6,97.0,5276.64
BY,22.6,,2.4,67.0,2294.64
CV,27.5,,2.2,87.0,3080.16
DL,22.2,,1.1,90.0,508.56
DV,28.6,0.0,3.0,79.0,1228.56
DN,25.0,,1.7,59.0,1855.98
AB,26.0,,4.2,65.0,2253.96
CE,24.1,0.0,3.4,87.0,2784.96
BX,23.8,,0.4,77.0,3044.7
AK,27.9,,2.8,86.0,2209.92
BU,28.6,0.0,1.7,71.0,5438.16
CH,23.1,,1.7,88.0,3584.16
BN,24.0,0.0,2.7,99.0,3712.2
CI,28.6,,2.2,76.0,3118.32
BA,25.5,,1.2,71.0,15335.6
AZ,23.3,,0.4,98.0,2892.48
CT,33.2,,5.0,67.0,1337.22
BN,28.3,0.0,1.9,99.0,3374.4
CG,24.3,0.0,1.4,78.0,1299.24
DR,30.1,,1.8,76.0,3766.08
BB,28.8,,1.8,62.0,3473.28
DD,28.7,0.0,2.3,74.0,2001.6
CD,24.3,,3.4,49.0,4356.36
AU,29.8,,2.6,64.0,3202.27
CR,29.2,,1.5,60.0,6588.3
DO,24.7,,2.7,85.0,897.48
AG,20.6,,1.9,84.0,544.56
BB,26.9,0.0,0.3,97.0,1189.08
AC,26.9,,1.7,78.0,1149.48
CE,32.5,,3.4,62.0,3290.04
DI,25.0,,1.0,72.0,1672.74
DI,20.7,0.0,0.8,100.0,1437.48
AE,26.8,,1.2,79.0,1968.48
AG,24.1,,1.3,51.0,1106.88
DK,24.7,,1.0,91.0,864.48
BS,24.9,,0.4,85.0,2577.12
CB,24.2,,1.1,99.0,3114.72
DE,28.9,,5.1,83.0,1003.2
BH,27.1,0.0,5.6,83.0,3446.28
BD,25.6,,0.2,73.0,664.5
BY,25.6,,2.1,86.0,2100.24
DQ,22.6,1.7,3.1,99.0,660.96
AE,31.3,,3.0,70.0,2172.96
CV,19.3,,1.7,74.0,2956.32
CB,20.3,,4.0,80.0,740.88
AB,24.6,,1.9,86.0,2018.88
AI,16.9,,0.5,97.0,1457.28
CB,31.7,,4.1,70.0,3632.4
DU,27.6,0.1,1.2,76.0,1653.3
BW,24.5,,0.8,99.0,2755.8
BD,22.1,,0.7,97.0,694.2
CK,29.6,,3.4,64.0,1155.69
CM,27.3,0.0,1.3,99.0,608.94
DP,24.8,,0.5,76.0,2680.56
CL,32.3,,3.7,59.0,1710.9
DV,28.3,,0.8,89.0,898.08
BQ,22.8,,0.0,100.0,480.6
DD,26.9,1.0,5.4,90.0,4448.88
CT,26.6,0.3,0.6,99.0,1672.56
AI,27.3,,3.9,94.0,1827.36
CR,19.4,,1.1,84.0,3374.44
CW,28.2,,2.7,65.0,1820.76
AW,27.5,,3.2,71.0,1572.0
AS,28.2,,2.2,72.0,1351.44
DP,23.2,,2.7,88.0,2743.2
AT,22.4,,1.6,75.0,1137.6
CJ,21.5,0.0,0.6,96.0,824.4
DP,27.3,,1.4,51.0,2793.36
BS,25.0,9.5,2.9,96.0,3777.6
AP,28.3,,3.3,67.0,3645.12
BU,22.6,2.1,1.6,81.0,4595.04
BZ,29.3,,3.7,79.0,1857.9
BI,31.5,,2.6,65.0,2254.8
BJ,27.5,,3.7,93.0,2877.12
DA,26.2,,1.3,96.0,2757.12
AE,28.1,,3.2,63.0,1892.88
BD,24.7,0.1,0.1,91.0,1332.9
BJ,26.8,,1.2,97.0,2815.68
CA,24.0,0.1,1.8,94.0,1296.96
AY,18.8,0.0,2.1,84.0,4583.16
DM,25.8,,2.6,64.0,1466.64
CH,24.3,,1.9,87.0,2424.0
DO,26.5,,1.3,83.0,645.84
BY,24.9,,3.2,75.0,2448.36
BN,28.7,,1.9,90.0,774.6
BO,28.9,0.0,2.4,82.0,5438.4
CG,21.0,0.0,2.2,66.0,2651.4
CQ,17.9,,2.3,95.0,3421.8
BO,26.8,0.0,2.3,67.0,4986.0
AS,21.7,0.1,0.8,99.0,850.68
BO,28.8,0.0,2.5,81.0,4984.8
CY,28.7,,3.4,65.0,2264.76
AY,27.0,,2.8,71.0,8350.68
DR,17.4,0.2,3.8,95.0,1396.08
DV,29.1,,2.7,79.0,1223.52
DM,28.6,,0.6,98.0,1979.76
AL,25.7,,2.1,69.0,1155.96
BO,26.8,0.0,2.0,89.0,1634.4
DB,26.9,0.0,1.6,75.0,1863.36
DR,30.1,,3.2,63.0,3663.84
CV,21.2,,2.6,77.0,5589.36
AJ,16.5,,1.9,87.0,2833.44
AX,26.2,0.0,1.8,96.0,14973.6
DA,24.8,8.8,3.9,77.0,2271.36
CT,29.9,,2.4,34.0,1066.86
BO,25.6,0.0,0.5,81.0,1129.2
AL,25.6,,2.3,60.0,1612.8
DM,26.0,7.5,3.2,99.0,457.44
BN,28.6,,1.2,69.0,3761.7
BQ,21.7,,0.5,100.0,423.3
CG,24.1,0.0,2.2,43.0,2855.52
DL,33.7,,2.9,52.0,2272.08
AR,26.4,0.2,2.0,99.0,2401.5
CD,24.3,1.2,1.9,91.0,3987.0
CI,29.5,,1.2,71.0,3440.16
CN,26.0,0.1,1.5,82.0,341.01
BO,28.6,0.0,1.9,84.0,6159.0
DI,29.2,,0.6,76.0,1407.06
BZ,29.5,,1.8,76.0,1774.2
DS,30.1,,4.3,65.0,768.42
AO,26.8,,1.7,74.0,1677.78
AO,25.4,,0.8,100.0,1421.91
DG,23.0,,1.4,89.0,1664.16
AP,27.0,,1.2,79.0,2887.2
BU,24.5,,0.9,92.0,4610.4
AO,15.2,,1.0,98.0,1736.55
DU,21.9,1.5,2.8,95.0,1508.58
CP,24.1,,1.4,84.0,1796.4
DQ,27.5,,2.0,69.0,1092.96
BN,29.7,,6.1,85.0,3789.9
AK,24.2,,1.5,87.0,1783.68
BZ,30.3,,3.6,75.0,1789.5
DS,28.9,,2.8,84.0,1319.94
BB,30.5,,3.4,67.0,2409.84
AJ,18.9,,3.7,82.0,3561.6
AN,24.2,0.5,3.5,78.0,1748.16
CC,26.1,,1.8,69.0,907.56
BO,20.7,0.0,2.7,69.0,2426.4
CH,29.1,,2.0,65.0,4243.68
BV,32.4,,1.9,57.0,2545.56
DS,25.3,,2.5,93.0,921.96
DS,31.5,,2.6,78.0,1586.52
BW,20.3,,0.5,56.0,2371.68
BC,27.3,,1.2,93.0,1186.5
BA,27.8,,3.7,69.0,14974.4
AF,22.1,,0.4,100.0,945.6
CS,24.2,8.3,2.4,94.0,2851.92
DE,16.7,0.8,2.8,90.0,790.2
CI,27.5,,1.9,80.0,2641.68
BH,31.1,,2.6,68.0,3538.08
DG,23.0,,0.9,85.0,1564.8
CK,25.5,5.3,3.2,89.0,650.97
BJ,28.8,,4.9,58.0,2904.72
AH,27.6,,1.2,84.0,1394.64
DE,25.4,0.2,1.0,75.0,692.4
BF,26.6,0.0,2.8,95.0,10083.6
AU,23.5,0.1,1.2,92.0,1443.26
AF,19.5,0.0,0.4,86.0,1309.44
DE,27.5,,2.2,61.0,762.6
CF,21.3,,2.0,66.0,2758.08
CK,29.6,,0.1,67.0,1076.76
BS,26.2,,1.0,87.0,2619.36
DJ,26.5,,2.3,81.0,1879.74
BB,24.8,,0.4,90.0,1210.32
AZ,30.4,,1.9,52.0,5407.2
DK,25.4,2.4,3.1,98.0,2360.4
AX,15.4,2.5,2.8,94.0,6249.6
BF,28.3,,1.9,77.0,10028.16
BR,20.2,,0.5,99.0,529.92
CI,26.3,5.0,3.5,94.0,4736.88
CV,27.3,0.0,4.2,80.0,2911.68
CW,29.0,,2.1,66.0,1517.52
AO,25.3,0.4,1.0,100.0,2049.12
CB,29.6,,5.4,72.0,3268.44
CA,30.2,,2.7,71.0,822.24
CU,23.5,0.1,1.0,100.0,3749.28
BV,26.6,,2.5,99.0,1597.32
DO,24.2,9.8,4.7,99.0,1301.85
AU,18.0,,0.4,74.0,1203.56
BY,32.4,,2.4,56.0,3541.32
CV,28.9,,1.0,74.0,2924.28
CJ,25.5,4.6,1.9,95.0,807.84
BW,28.1,,1.8,99.0,2950.56
BS,27.4,0.0,3.1,77.0,2355.84
CG,25.0,0.0,1.7,78.0,637.56
AM,27.8,,4.3,92.0,2917.44
AK,26.3,,0.1,55.0,1487.76
CA,25.8,,0.7,76.0,958.08
AD,31.6,,3.4,65.0,1461.42
AY,23.7,,1.3,91.0,10495.2
AB,27.8,,2.0,78.0,1230.48
BX,19.5,,3.3,67.0,2926.5
CC,29.8,,2.9,70.0,976.8
CD,27.2,,4.6,39.0,4347.72
CH,25.8,1.7,4.3,91.0,1716.0
AG,17.9,,1.3,68.0,700.56
CM,23.2,13.9,2.2,99.0,680.4
BF,20.8,,4.1,57.0,9442.08
CQ,25.7,3.0,2.3,88.0,6203.7
CC,27.0,,0.9,86.0,943.56
CX,29.4,,0.9,63.0,1546.02
AH,21.1,,0.3,67.0,1249.44
CE,23.9,,0.5,82.0,921.6
CT,17.6,,0.0,99.0,1045.98
AS,28.5,,2.8,69.0,2614.32
AD,29.6,,2.5,70.0,916.38
AG,29.0,0.0,3.5,83.0,1029.12
DE,28.3,,2.8,68.0,3033.0
CF,18.4,,2.4,58.0,2861.28
BS,20.9,,1.1,74.0,2144.16
AI,25.2,0.5,0.8,98.0,3408.48
DR,26.4,,4.2,91.0,3656.04
DJ,23.7,,4.1,80.0,1733.76
CG,29.4,0.0,2.3,68.0,3212.64
BB,26.3,,1.1,85.0,1082.88
BD,26.7,,2.3,68.0,915.0
AU,25.3,,2.2,62.0,1124.96
BH,27.8,0.0,2.5,86.0,3519.0
BI,30.4,,1.0,71.0,2197.2
AQ,28.4,,2.7,53.0,1528.38
AL,23.0,,1.3,92.0,1063.26
BC,25.6,,2.6,92.0,1254.6
AD,22.3,8.0,2.2,100.0,1315.8
DA,27.5,,4.1,91.0,2146.08
DE,15.6,,2.2,67.0,696.0
DR,29.3,,3.2,72.0,3674.4
CZ,32.2,,5.4,68.0,1425.6
AQ,27.6,,4.2,77.0,681.12
CK,24.9,,2.1,47.0,450.45
CD,25.8,3.5,1.8,93.0,4037.76
CJ,17.7,,1.5,45.0,586.8
AF,23.6,,0.1,97.0,1081.44
CK,24.5,1.9,4.1,92.0,774.63
AN,26.2,,2.9,73.0,2319.84
CN,24.3,0.2,1.2,92.0,389.97
DC,16.7,,1.4,48.0,417.96
AQ,29.7,,3.7,74.0,612.0
BG,26.7,,1.1,85.0,8766.72
AI,19.7,,4.2,69.0,1006.56
AQ,28.2,,2.6,55.0,589.86
BZ,27.0,,0.3,80.0,1711.8
AC,24.9,0.7,1.6,88.0,2192.04
BZ,32.6,,4.0,70.0,2872.8
AH,29.7,,0.7,73.0,1051.92
DN,22.7,,0.6,93.0,549.9
AI,26.9,,1.9,71.0,3252.0
BV,27.0,,0.4,82.0,2518.2
AO,29.2,,0.9,78.0,2208.15
DT,20.0,,0.4,83.0,902.88
DE,21.7,,0.7,94.0,841.8
CC,29.2,0.0,2.2,84.0,1152.72
DE,24.9,,1.7,83.0,1233.0
DU,22.9,,0.6,92.0,937.08
BS,26.6,,2.3,72.0,3053.76
BP,24.7,,1.1,79.0,518.76
BU,31.0,0.0,2.8,74.0,7350.72
DP,29.1,,2.4,48.0,2977.92
DI,20.3,,0.1,94.0,392.76
DS,26.3,,0.9,79.0,1022.04
AT,17.2,0.7,1.9,91.0,952.8
AL,24.9,,3.6,62.0,1591.56
DR,26.0,5.7,5.6,95.0,3686.88
AK,16.4,,1.2,71.0,1327.68
AN,21.5,,4.3,57.0,1640.16
BR,26.2,0.0,1.5,87.0,4274.4
BL,27.8,,2.2,73.0,3162.24
CQ,24.4,14.1,0.4,97.0,4506.0
BZ,27.1,3.4,4.5,97.0,1934.1
DF,26.3,0.2,3.1,72.0,1960.32
AZ,28.1,,1.7,77.0,3376.8
BZ,25.7,,1.7,88.0,1680.6
BN,26.8,,4.5,94.0,3386.7
BB,32.2,,2.1,52.0,1422.36
AA,21.5,,0.8,92.0,1080.48
BL,28.1,,3.3,65.0,3265.2
DE,27.4,,0.9,79.0,988.8
AN,25.8,,1.3,83.0,1163.52
DC,23.6,,1.6,52.0,1848.6
CQ,32.0,,2.9,71.0,6876.3
DK,25.1,,4.1,75.0,2310.0
CW,14.2,,0.2,68.0,1037.76
AV,21.1,,2.7,57.0,1096.56
CG,22.9,0.0,1.2,95.0,2998.8
CP,27.3,,2.5,70.0,1882.2
BY,29.4,,1.0,78.0,2594.16
DS,29.1,0.0,3.7,84.0,1147.86
AZ,21.4,,0.5,100.0,2705.28
AH,26.1,,0.7,77.0,1642.32
DA,23.8,,0.7,95.0,2207.52
BD,15.0,,1.5,98.0,729.9
CE,30.2,,1.9,70.0,2432.52
AG,29.7,,1.8,67.0,855.6
AL,19.8,,2.0,76.0,1177.02
BD,29.8,,1.1,77.0,852.0
BZ,33.6,,5.6,58.0,3037.5
AJ,26.7,,5.8,78.0,4965.6
DQ,24.5,0.7,1.0,98.0,1061.64
BU,27.5,,4.1,91.0,4257.12
BK,28.0,,2.4,62.0,1064.4
CY,31.3,,0.9,61.0,2468.88
CZ,25.5,0.0,2.2,89.0,1505.28
AG,25.4,0.0,0.2,73.0,592.08
AC,27.8,,3.2,66.0,2027.52
CA,29.6,,2.1,84.0,830.88
CT,32.0,,1.7,68.0,1589.22
CP,24.1,,3.3,77.0,1937.7
CB,24.4,,3.2,88.0,1472.4
AG,27.9,0.0,3.2,61.0,1250.64
CC,19.9,,0.1,70.0,920.4
CU,27.3,0.0,2.0,90.0,3792.96
DL,26.7,0.0,2.3,89.0,2221.44
BJ,23.7,,0.9,76.0,2841.84
DP,28.3,0.0,3.6,80.0,3470.64
AM,16.9,1.3,1.0,100.0,2232.0
CN,25.8,1.3,0.8,91.0,419.58
AT,26.7,,1.9,64.0,2930.4
CI,21.3,,0.3,92.0,2437.92
BF,25.9,0.6,2.3,97.0,10134.72
DN,18.7,,0.5,95.0,554.58
DQ,25.0,,0.9,89.0,1086.84
BR,24.1,,0.7,91.0,3209.28
AC,23.1,,2.3,82.0,894.6
CU,27.3,,0.7,96.0,3762.24
CY,19.6,,1.7,80.0,1932.48
BK,28.5,,2.8,64.0,5012.4
AX,20.0,,2.1,92.0,7554.0
CT,26.7,14.2,0.8,99.0,1307.52
CB,16.0,,2.6,80.0,589.68
CF,29.1,,5.4,77.0,3055.68
BQ,30.1,,1.2,64.0,3333.6
BJ,28.5,0.0,4.1,84.0,2970.0
AA,30.1,,1.5,70.0,4548.72
AV,26.6,,1.2,86.0,1341.0
CT,24.3,,0.2,99.0,1271.7
AB,29.0,,2.8,75.0,2120.76
AN,22.8,2.3,1.9,94.0,2249.28
CT,24.7,,0.6,99.0,1398.24
BE,33.2,,2.6,50.0,2318.04
CR,23.5,,1.5,92.0,3475.11
CJ,24.3,,1.4,78.0,917.28
BT,27.8,,1.7,67.0,2133.6
CS,31.4,,2.3,57.0,2412.96
BJ,32.8,,1.0,31.0,3012.48
DD,27.2,,2.2,67.0,3909.6
DT,25.5,,1.0,84.0,473.22
CC,24.6,,0.2,99.0,926.04
CU,25.8,,0.3,79.0,3593.76
DV,28.2,,1.4,62.0,1147.2
CS,24.4,0.2,2.7,92.0,2398.08
DV,21.6,,1.1,88.0,557.52
CA,22.0,2.8,1.4,98.0,1227.36
CI,22.5,3.9,3.2,95.0,3051.72
BG,30.7,,2.2,56.0,8853.84
DH,29.9,,2.1,79.0,1731.6
AZ,26.4,,1.2,66.0,3857.28
CH,25.8,,0.7,76.0,3369.12
AS,25.5,2.5,3.1,95.0,926.28
CG,17.2,0.0,0.7,71.0,608.04
BV,26.3,,0.5,89.0,1442.88
CA,23.7,0.4,2.4,90.0,951.36
AP,31.3,,2.3,62.0,4960.8
DL,29.0,,0.9,88.0,712.56
DN,32.0,,1.5,64.0,1877.94
BI,27.8,,0.6,86.0,2232.3
DK,21.9,,2.8,63.0,1856.16
AN,24.3,,3.0,87.0,1746.72
CF,31.2,,2.6,63.0,2894.4
DO,22.3,0.2,0.9,72.0,1193.4
CK,30.2,,2.4,49.0,868.23
DU,20.5,0.8,2.3,96.0,622.08
AU,18.3,0.5,0.7,82.0,2538.48
BI,23.8,,2.2,86.0,2153.7
CO,28.6,,2.0,84.0,1169.28
CU,23.0,6.1,2.8,94.0,4075.68
AX,17.4,,1.3,50.0,6298.2
DP,27.8,,1.3,86.0,2820.0
AY,25.6,0.0,1.7,87.0,5114.28
CO,32.1,,5.0,65.0,1929.6
CP,30.1,,3.1,64.0,1845.3
DU,25.1,,3.9,69.0,1337.04
BX,24.9,,0.4,77.0,2858.1
DC,27.6,,1.0,78.0,507.96
AL,29.4,,0.8,67.0,1982.16
BW,25.4,,1.7,55.0,2800.08
AE,27.7,0.0,3.4,71.0,7172.64
CA,25.3,,0.6,57.0,2869.44
BM,26.8,,0.3,76.0,685.44
DQ,22.3,,0.2,96.0,673.92
AM,29.1,,4.4,79.0,2528.64
DS,28.9,,2.0,81.0,1353.6
CT,28.1,,1.8,99.0,1407.96
BR,20.6,,0.4,97.0,545.76
DS,26.9,,3.9,72.0,1309.86
BZ,29.3,,3.6,75.0,1858.8
BB,24.6,,1.8,97.0,1135.08
AW,30.5,,3.2,65.0,1827.9
AK,27.2,,1.7,77.0,2467.92
DS,30.2,,2.2,79.0,1549.62
BG,21.0,,2.2,66.0,8424.0
BT,31.6,,1.9,53.0,2196.48
CQ,27.4,,2.3,87.0,3746.1
CE,15.9,0.8,2.7,96.0,2530.8
CL,24.2,,3.2,63.0,1238.58
CG,29.3,0.0,0.1,85.0,1031.4
BM,30.8,,2.9,16.0,3485.76
BC,30.8,,3.7,66.0,1232.4
BS,26.1,,3.9,65.0,2945.28
CF,27.9,,2.4,71.0,2887.2
BJ,28.0,,1.3,78.0,2999.28
BI,25.3,,0.9,85.0,2179.5
CS,23.8,0.0,1.3,94.0,1770.48
DP,26.2,0.0,2.3,78.0,2799.84
BL,27.0,,0.9,76.0,491.4
BH,25.3,,2.5,86.0,3344.4
AP,24.5,,0.4,99.0,1993.44
CQ,23.8,,2.2,86.0,5683.8
AJ,29.3,,5.6,77.0,4729.92
DL,34.5,,2.5,60.0,2455.44
DT,24.1,,1.4,95.0,723.06
AR,25.3,,0.2,88.0,946.8
BH,19.6,,1.9,91.0,3170.52
BV,30.2,,4.7,83.0,2362.68
BZ,20.6,,3.7,80.0,1716.9
BA,21.1,,1.8,62.0,15974.0
CF,28.1,,5.1,26.0,2793.12
DS,19.1,0.0,4.4,91.0,1075.86
BJ,22.1,,0.4,100.0,2814.0
CL,24.7,19.2,5.0,98.0,894.96
BG,23.2,,3.8,87.0,8629.2
BZ,29.7,,6.1,68.0,1830.3
AY,32.5,,3.1,61.0,7008.12
CD,26.5,,0.4,81.0,4104.0
AV,28.3,,2.2,73.0,1135.44
BV,24.0,,2.2,99.0,1393.92
BC,24.7,,1.3,90.0,1145.1
CJ,25.8,,2.4,84.0,1664.1
AU,23.9,,0.9,73.0,1302.58
BP,31.9,,2.3,64.0,3403.08
CO,20.4,,6.4,93.0,1240.56
DH,34.4,,4.2,56.0,1278.27
CF,30.6,,2.1,67.0,2961.6
DR,28.1,,3.3,84.0,3307.08
BT,26.0,0.0,1.3,88.0,2868.72
CA,29.1,0.0,5.0,81.0,2253.6
CD,16.7,0.1,2.4,85.0,3911.04
AC,25.6,,2.0,95.0,1646.28
AL,18.0,0.5,0.7,92.0,1318.5
AC,27.1,,1.7,78.0,1786.32
CE,25.0,,1.9,82.0,796.32
AO,33.5,,4.3,44.0,1798.83
DB,32.5,,3.4,62.0,5847.84
AH,19.3,,1.0,84.0,1053.6
AO,26.8,,2.7,79.0,1866.96
AB,23.4,,3.2,65.0,910.08
BK,20.7,,2.6,53.0,1940.4
AY,30.1,,3.1,64.0,11224.68
AB,35.6,,2.8,51.0,2488.68
AY,29.1,,2.0,65.0,9380.52
BY,25.1,0.0,1.0,100.0,2328.48
AO,19.4,,2.6,68.0,1473.39
CR,24.0,,0.5,94.0,3783.49
AF,26.3,,2.2,52.0,1759.68
AK,25.5,,1.5,83.0,2526.24
DV,25.2,0.5,3.1,93.0,1108.08
CY,27.1,0.4,2.9,98.0,1227.6
AK,21.7,,0.6,82.0,1638.72
BM,29.6,,1.5,61.0,3797.76
BY,27.2,,1.4,95.0,2600.28
AL,30.0,,2.8,69.0,1181.52
DJ,25.7,,3.2,73.0,1708.02
BT,32.5,,2.1,58.0,3488.88
AF,28.0,,1.7,70.0,2216.16
