housing_median_age,total_rooms,population,households,median_income,median_house_value
19,683,302,111,2.5,64100
52,5486,1977,754,2.1833,49500
15,5343,2503,902,3.5962,85900
15,2045,1121,402,2.6902,71500
35,1450,717,297,2.5074,66400
39,3240,1467,621,2.1875,64300
52,2081,1051,419,2.2992,70200
50,1741,987,383,1.5066,59300
19,4462,2229,777,3.5536,105700
16,3412,1873,590,2.2661,61800
26,1652,762,280,2.4757,85600
19,689,355,127,1.7333,70000
36,36,4198,7,5.5179,67500
17,3391,1529,571,3.4028,91000
16,1821,969,359,3.4643,85100
21,789,406,146,2.1198,73500
26,2399,1037,443,2.6765,47600
19,2335,1028,383,1.7267,60700
27,5205,2363,888,6.1946,276100
32,1079,486,167,4.9833,213000
33,3177,1845,612,4.008,191100
37,2824,1619,573,3.5568,184500
42,2186,1145,439,4.81,191900
35,2045,1166,407,3.5214,197600
29,2559,1886,769,2.6036,162100
19,1988,1399,527,2.4727,175000
8,5568,3565,1374,3.0795,161500
37,2489,1215,431,5.0234,257600
35,2091,879,326,4.4485,261900
30,2180,1050,390,6.3688,277600
35,779,371,150,4.6635,230100
39,699,358,143,4.4375,195800
32,2542,1278,493,4.45,263600
29,3390,1543,576,5.6184,316900
36,1300,688,261,3.1523,176700
31,6434,3540,1131,4.2639,293300
19,9259,3963,1595,5.997,228700
30,1260,638,229,4.1302,258300
39,1470,1047,284,3.275,181400
42,1073,804,226,3.75,172600
34,3258,1810,633,5.1145,219900
35,1446,759,291,6.0808,215600
43,1510,809,277,3.599,176500
40,1065,605,183,4.1964,185900
38,2264,1124,388,4.2685,189600
41,1297,733,315,3.0583,160300
34,1797,948,363,4.1339,187300
32,3690,1804,715,4.4875,222700
30,3214,1700,533,4.6944,248200
29,3034,1776,702,3.1349,230200
32,604,314,113,6.2037,205400
37,1776,702,265,5.2661,314900
34,2795,1267,443,6.1464,354400
34,3677,1598,568,6.838,378000
28,1643,1142,458,3.1607,200600
44,1442,859,292,4.5833,197300
37,1444,624,239,5.76,239400
36,1882,1005,409,3.8,217100
24,5106,2310,957,4.4375,191500
24,4694,3566,777,4.4818,166200
22,4428,3152,836,4.7932,166300
16,6573,6161,1473,3.3304,154900
8,3248,2608,731,2.8214,158300
35,1008,1162,215,3.35,147600
32,1591,1818,306,4.2969,145800
29,1271,1338,266,4.125,150000
32,2574,2609,472,3.7566,146700
22,3517,3134,847,2.6652,164800
35,822,1197,203,3.2865,133300
34,1999,2391,439,2.8,144300
33,1209,1097,283,1.6295,134300
33,937,1216,212,3.3214,131300
35,674,808,173,2.6667,147800
30,1384,2054,301,3.0132,142600
31,1130,1533,269,4.2353,156800
36,1002,1312,249,3.024,148000
37,1024,1371,239,3.225,147500
30,1246,1990,369,3.5104,140900
37,1269,1835,335,3.2583,147200
35,777,1022,186,3.4,139600
43,729,935,174,2.9519,140900
37,1545,1909,352,3.6791,148100
35,1447,1630,306,2.9205,143100
26,1788,2582,484,2.1062,136400
38,870,1065,222,2.5313,136100
36,973,1086,218,3.4519,143300
37,1789,2279,411,3.9,138600
38,858,1250,204,2.9219,137900
35,2700,3444,679,1.4867,124000
13,4379,2560,853,4.2538,154300
13,1872,1927,432,2.2019,134200
19,280,483,87,1.95,137500
33,827,981,184,2.6429,143100
36,1146,1173,272,3.6016,153800
18,3447,3663,817,3.2284,157100
17,2049,2243,541,2.525,163700
36,1430,1502,312,3.6292,145200
34,2657,1948,532,4.233,157400
18,5891,2882,911,5.901,235600
14,6235,3568,1190,4.1724,211600
19,6755,4205,1395,3.9583,163200
29,3334,2919,718,3.6548,180300
18,6572,3473,1067,5.2987,203400
28,3187,2205,559,5.1668,187400
30,3027,1970,590,4.3409,156000
14,4151,3163,915,4.0301,154300
22,3182,2661,746,2.7472,160100
38,1595,1181,327,3.4,155500
9,1739,820,323,4.0556,182500
23,3481,1952,682,4.26,189400
10,5777,2917,1056,4.1514,194100
28,1532,977,275,4.4773,173100
32,2424,2291,419,4.0337,158500
24,2920,1460,598,4.2708,218200
13,2664,1468,521,4.8988,325200
9,2384,1697,402,6.0891,270100
31,1091,892,238,3,172400
16,2495,2314,567,3.6736,192200
24,3668,3151,810,3.0526,183300
18,4256,3401,955,4.2935,190000
26,4516,1714,581,9.2873,431800
27,2535,1071,386,6.8695,319400
31,3508,1957,588,6.6458,285500
25,1024,357,147,7.0598,356300
18,7498,3189,955,8.1248,374000
24,6145,2710,875,7.5078,344000
29,4239,1890,631,6.3911,301700
29,1287,525,187,6.4171,319300
28,2272,868,312,7.7464,474600
17,4542,2144,597,8.8467,450700
27,2676,2661,623,4.3047,152100
35,4085,3988,906,3.4812,160200
18,5481,2477,764,6.7248,377200
16,8879,3468,1200,8.1125,428600
10,7665,3517,998,10.8805,500001
22,4423,1995,582,8.2159,376200
4,6995,2907,1089,7.0808,341200
38,1527,1303,340,3.5714,152000
23,1663,1242,283,5.5931,217600
33,1549,881,289,5.1408,222900
35,2132,1128,341,5.3107,227100
35,1511,873,254,5.5608,226700
17,1444,523,270,2.7353,192400
35,1150,741,178,5.741,220600
34,1231,702,222,4.9323,223700
33,2649,1303,437,4.9955,216800
33,1194,839,230,3.705,185800
35,1579,1012,265,5.1296,195900
30,1576,1004,284,4.8015,179700
28,1865,1182,440,2.6193,172300
36,1111,1333,266,3.5347,158100
29,1701,1616,371,3.3603,142400
35,1724,992,315,4.8359,195600
36,1453,808,275,4.3839,204600
35,1637,894,302,4.175,209600
33,1358,738,235,5.0947,210300
36,1394,761,262,4.9485,217100
33,2202,1135,407,4.2143,224200
32,2217,1064,427,3.6989,208600
34,1300,650,291,3.8875,199200
35,1898,1123,347,5.5792,218400
36,1770,938,304,5.749,238000
27,2722,1164,419,4.6591,239900
34,1732,1120,401,4.1492,195700
36,1951,1040,375,5.1619,195300
35,1442,795,268,4.9688,216900
35,1865,1074,337,5.1068,223300
33,2088,960,362,4.3333,232900
34,4877,2521,781,5.5714,225900
33,3047,1578,507,4.58,236200
35,2235,1148,416,4.869,221600
34,3580,1694,524,5.4065,243800
33,1975,801,287,7.8193,379600
34,3787,1966,738,4.055,222500
36,2276,1001,419,4.1042,252100
36,3204,1499,499,5.5649,271200
32,1931,948,314,5.3847,329200
18,3674,1590,550,8.176,308400
22,5303,2372,807,5.6912,311800
28,2309,931,302,6.7415,348200
33,1927,896,293,5.634,320500
23,4960,1929,586,10.9052,500001
21,4018,1508,529,8.203,445400
25,4919,2183,625,8.1356,352800
33,2831,1340,504,4.8316,237300
21,8850,4717,1979,3.7816,254200
29,2472,1109,397,5.5433,332500
11,7849,3561,1500,4.6625,290900
25,8389,4483,1747,3.5497,261300
28,4054,2164,746,5,258000
20,7384,2795,872,9.6047,500001
20,8146,3562,1054,7.167,357100
17,5406,2337,882,6.0137,375900
9,4759,1884,915,4.8333,277200
15,10860,4178,1581,6.3249,262100
18,6154,3010,1034,5.6392,271500
16,8295,3903,1451,5.5111,276600
18,1376,670,205,6.5146,277600
25,2762,1166,439,6.8643,333700
18,897,263,110,6.1288,350000
26,3727,1724,530,6.1419,327300
24,5256,2474,780,7.3252,333700
19,8866,5005,2194,3.2564,230300
17,6592,4459,1463,3.0347,254500
31,1962,697,242,8.565,500001
23,2980,1208,378,8.1714,500001
34,5098,2239,778,5.6149,273100
26,3239,1529,590,3.2426,236900
15,9716,4992,2225,3.6231,193300
20,4679,1945,609,8.7471,419900
23,4883,2119,725,5.521,280800
36,3215,1710,539,5.5126,248400
36,2406,1242,454,4.6944,221800
22,3275,1746,585,4.9676,221900
29,3907,2037,727,4.1023,230200
14,4407,2676,1128,3.4091,168800
35,1917,1019,340,4.8929,234900
35,1969,950,340,4.875,230400
17,6015,3056,1347,4.0077,229000
24,4338,1514,549,8.8612,500001
31,5297,1986,657,8.6454,483500
36,3324,1190,423,7.2772,477200
6,3218,2295,876,3.0926,418500
35,1471,735,219,8.3841,472200
20,6331,2957,1509,3.3892,323100
24,4631,2360,1083,3.0977,264000
24,2718,3018,644,2.9076,275300
35,3422,1690,574,4.375,232900
27,2131,1065,528,3.2404,230400
26,2639,1191,401,6.2788,322200
21,5751,2230,1016,4.3458,407500
25,4409,4579,1010,2.8727,245100
27,4580,2252,850,4.7926,454400
21,4617,2891,1031,3.2289,318100
32,4039,2675,941,3.0321,240000
34,2193,1299,497,3.6187,211600
29,1753,1318,333,4.125,241400
34,2094,1207,380,5.2801,212300
11,5363,2783,1034,3.8583,170700
21,2692,1330,456,4.5417,238900
19,2405,1855,621,2.3111,255400
32,2621,1285,414,6.6537,267600
30,2871,1335,458,5.0232,253900
35,2707,1224,445,5.2939,244200
34,1971,917,307,6.0965,262300
32,2333,969,331,4.8164,241100
32,2411,1040,344,6.155,257300
34,2634,1114,423,5.9401,315300
26,3082,1590,586,4.5167,319000
32,4373,2040,693,5.2668,242300
30,1756,899,288,5.0325,238200
22,8350,9135,2452,2.5008,160000
35,1963,919,297,4.7583,258600
30,1762,761,292,6.5268,273100
29,3354,1752,650,4.5484,239900
20,4609,5349,1377,2.7121,169400
16,6338,4718,1632,3.0187,154600
38,921,1023,241,3.4514,151900
36,1181,775,218,4.7228,183800
36,1488,1221,296,4.0208,171400
35,1507,1025,286,4.5833,177200
35,1026,753,185,4.5909,179200
38,490,402,100,3.125,175900
34,1102,949,212,4.0792,165100
28,1077,1377,293,3.9167,153900
32,2433,2318,532,3.6384,159300
34,325,433,83,5.5124,174300
35,1583,1481,351,3.7,176000
21,2143,1803,497,3.9833,162500
11,9053,7096,2038,3.5082,136500
15,5738,4620,1581,2.3584,157600
7,3299,2343,647,3.0865,205900
33,1121,1038,236,4.8958,173700
35,1416,995,272,3.7143,178700
35,1488,1112,288,4.4688,182500
36,1660,1225,307,4.095,184000
35,2344,1531,399,3.725,178200
33,2478,1567,446,5.6629,186700
29,1807,1234,310,5.3767,233000
35,2049,1286,385,4.4432,181500
36,1379,896,246,4.6827,183800
34,1550,1011,288,4.5375,189000
35,1225,720,231,3.4013,176500
37,1737,1061,356,3.9615,173700
37,1279,987,233,4.0057,172700
36,1730,1099,353,4.0368,183100
34,1588,1080,340,3.66,184600
41,1030,664,223,3.8083,183800
39,1529,913,314,3.325,178200
43,2257,1418,442,4.5278,181800
35,2288,2222,566,2.6299,170700
39,1500,998,309,3.9625,168200
31,2057,2397,579,2.871,184400
24,3442,4625,1097,2.0699,183000
25,4393,3781,1267,2.5833,183700
8,2609,1803,695,2.7714,185700
19,9902,7307,2660,2.585,145400
36,1191,718,248,3.4612,178800
37,1665,1011,343,4.8703,185100
41,1440,1014,322,2.875,168600
41,1582,1159,378,2.825,168600
34,2300,1447,455,4.2656,233700
17,3667,2636,1054,2.425,175500
36,1372,774,306,3.6618,187300
43,1220,729,230,3.6442,186300
30,2453,1753,506,2.9803,191500
35,2215,1594,446,4.0167,193200
45,972,554,187,4.8194,181300
36,2557,1556,491,3.6591,183800
37,1404,889,274,4.0049,190000
38,983,513,170,4.8816,231500
40,1283,594,236,4.1121,229200
32,1444,1177,311,3.6,164600
17,1787,1671,448,3.5521,151500
38,125,63,29,1.3594,158300
35,2552,1850,503,4.775,179500
18,3405,3001,795,3.0083,181900
43,1193,1184,320,2.1518,161600
36,1643,1414,337,4.1181,172700
35,2830,1577,524,5.35,210500
35,1789,897,267,5.592,239900
40,712,533,155,3.695,165200
35,1790,1277,345,5.0818,186800
32,1869,1516,432,3.6845,178500
14,2807,2729,803,2.6667,172400
20,1176,864,318,2.375,177700
35,1468,1295,300,3.7708,170600
33,1981,1665,466,3.0833,179100
34,3004,1938,568,4.1857,198600
29,2893,1636,540,5.1586,237400
34,161,66,33,1,187500
34,1531,1064,274,5.6687,207300
36,1392,1181,303,3.1563,176400
36,2080,1939,484,4.2875,176600
34,2272,2164,484,3.7143,175700
11,2127,1989,530,2.9028,174100
32,362,348,102,2.2679,150000
15,2485,1994,670,2.8333,183200
37,1512,1545,351,3.7663,160300
41,1560,1668,389,3.025,154300
41,337,198,50,1.8929,152900
42,715,730,158,3.8,169500
23,4138,3911,1068,3.0125,181700
17,2594,3950,973,2.0348,177200
33,2034,1990,423,3.7455,159600
34,2199,2488,597,2.9861,171800
38,1363,1798,405,2.3182,171200
33,1438,1378,306,2.8917,170400
11,2921,1512,664,4.1445,176400
34,1471,995,386,2.9583,188700
36,2233,1934,599,2.8784,194900
33,1829,1345,500,3.1629,198900
19,2890,2203,705,2.6696,185100
41,2000,1439,461,3.0491,192000
23,1875,2555,657,2.0968,162500
19,2012,3483,731,2.2234,181300
41,2924,2751,836,2.1,171600
37,1434,1667,404,2.4375,176300
32,993,1044,248,2.4306,187500
13,4859,3351,1200,3.6875,211900
37,934,587,230,3.625,181300
30,2392,1987,609,2.8424,226400
35,2180,1483,574,3.0395,191300
39,1169,612,247,4.1429,200000
32,2734,2209,610,3.5164,217200
24,3148,2850,839,1.9549,221500
42,779,450,148,3.9792,193800
34,2622,1997,573,3.338,222500
27,3201,3403,948,2.2377,231700
28,3386,2240,737,3.0221,290100
33,3353,2318,775,2.2589,269700
33,3285,2281,786,2.6165,230800
27,3760,2022,812,3.1551,225600
31,2887,1626,637,3.6745,335500
30,1323,856,333,3.3594,202200
33,2717,1546,597,3.9099,267500
31,2417,1102,507,3.8906,282200
40,1013,449,166,5.7143,382400
45,1106,595,228,3.6625,190700
43,1840,966,323,4.7171,237900
30,2008,1052,496,3.0119,262200
37,1993,939,400,2.8021,224600
30,521,306,129,4.1125,216700
35,1631,862,368,3.6007,261800
32,3724,1912,791,3.5711,312700
27,3588,1891,871,3.4013,286000
25,3794,2454,876,2.9982,204200
42,1957,985,414,2.9327,240200
26,3345,1599,773,3.3516,241500
44,477,220,112,3.3906,223800
36,904,627,191,2.4167,192900
45,1176,471,228,2.3333,364700
35,1354,501,262,3.8056,384700
34,2638,1150,551,4.2989,364700
32,3060,1159,510,6.3703,465800
35,2027,879,402,4.692,330900
42,1308,950,302,2.7379,181500
40,2079,1396,526,3.0061,190800
27,4834,3847,1432,2.1449,165300
24,1983,2251,574,2.4792,200000
33,1588,739,392,2.8208,238500
40,1696,835,385,3.6563,222400
36,1608,1217,374,2.9728,190200
42,1140,643,252,3.3958,178400
44,901,473,179,3.3125,186400
30,977,736,258,1.9866,177400
35,2949,2106,746,2.9228,177300
32,3553,3129,1010,2.5603,174200
31,1109,1119,334,2.3056,200000
31,1939,1584,466,2.5234,199500
42,1713,1349,427,3.2596,191800
35,2785,1631,614,3.9038,276100
27,3277,1382,615,3.875,366100
35,1975,882,406,4.375,291700
32,3202,1573,621,3.4449,292900
35,2922,1130,485,5.451,341800
37,1982,794,340,5.9275,336900
34,2459,1139,463,4.0347,353600
41,2050,850,490,3.4208,343400
40,1134,452,187,4.569,333900
27,2795,1073,535,5.1496,365000
31,2235,914,370,6.1359,359700
28,4664,1963,961,3.9028,367900
14,577,372,130,4.1875,275000
25,2769,1201,545,3.6641,386100
24,4443,2421,1180,2.2652,269200
24,6347,2945,1492,3.3545,221500
28,2790,1351,697,3.2052,283600
26,6429,2806,1491,3.1929,265200
46,1582,603,283,5.1169,414300
37,1388,547,258,5.1584,444700
30,2016,1359,557,2.7708,192300
46,2609,1055,585,3.3177,309400
31,2197,944,474,3.7312,319400
44,2295,1543,528,2.3851,194100
15,3327,2683,857,2.3784,185400
42,600,377,181,2.4107,184400
10,1431,1438,429,2.2756,221400
6,854,542,321,0.8198,325000
6,6526,3298,1790,2.7231,250000
10,2606,1373,680,3.6128,225000
25,2450,1054,578,3.6375,262500
40,1973,774,352,4.4122,282300
43,2850,1510,670,2.4835,274300
32,2455,989,493,4.0764,325000
17,4150,1808,1041,3.5051,232400
11,2901,1659,789,3.1106,209400
45,1755,822,342,5.1423,322900
42,2304,862,429,4.3542,417900
35,2245,783,402,4.1544,500001
20,4090,2824,1053,2.773,140500
26,2867,1955,640,4.125,226500
28,1732,1198,417,2.9219,241300
20,5756,4031,1369,3.2448,221200
30,2331,2172,707,2.1888,195600
19,3666,2657,1090,2.9688,202100
13,2926,1867,802,3.5255,202700
7,2081,1456,535,3.5,186900
34,2512,1805,584,2.9735,220000
20,3939,2475,1002,2.9025,229100
25,2879,2077,649,3.3864,197400
26,2027,1545,513,2.8974,189900
22,3430,3618,1092,2.1974,93800
25,1131,746,420,1.3565,225000
23,2087,1809,553,3.1667,202000
35,1109,515,202,5.2118,215800
34,1617,938,305,3.915,217700
12,3831,2258,967,2.4375,255400
23,2850,2249,777,2.6957,191700
20,5699,3809,1381,2.8646,221100
36,2058,1132,423,3.8833,210400
25,4590,2723,1195,2.7118,281700
33,3879,2113,843,3.892,292900
27,1572,1039,455,2.5562,190500
18,2729,2099,742,2.5842,230800
22,4855,2519,1258,3.0893,205600
37,1073,739,253,2.4667,192200
20,5992,4826,1632,2.7237,233500
35,1491,779,309,6.1142,256300
29,3051,1942,679,3.1118,238100
36,2698,1544,554,2.7375,234900
35,1717,1628,495,2.5197,225600
17,2934,2517,889,2.936,232500
27,3440,1827,712,4.125,245500
37,1516,983,347,5,243600
19,3487,2278,835,2.6709,215500
29,1599,1143,438,2.4583,199100
22,2052,1254,572,2.6364,271100
36,2077,1206,528,2.2326,221000
11,2891,2166,768,2.891,178100
17,1546,2423,556,2.1977,154200
11,2479,2466,855,2.2264,181300
22,2516,3350,713,2.0192,158300
27,2582,2038,718,3.0877,174200
41,1104,495,196,5.0929,225000
39,1810,839,380,3.7171,228800
34,1843,861,417,3.6875,246400
33,1791,844,397,4.5081,251400
35,1819,1336,419,3.4583,253200
35,972,550,256,2.2461,215000
25,4966,1941,958,3.8081,286700
33,2077,1021,450,3.6019,225000
25,3830,2328,1017,2.6238,210000
33,2127,1056,391,4.375,286100
33,1679,933,412,2.6979,266000
34,2180,906,429,4.4464,353100
42,777,284,113,11.2093,500001
29,2685,1085,599,3.2763,279400
34,2622,1233,476,4.0474,379700
35,3080,1362,623,4.1218,328500
33,1616,580,311,4.0391,337500
22,4982,2237,1220,3.7105,272600
21,2152,996,470,3.2386,277300
33,3100,1388,658,4.3333,261300
24,2814,1463,620,4.1875,309300
22,6707,2620,1610,3.1478,273700
33,2544,1035,492,4.475,314800
28,2795,1173,545,4.4423,280400
26,2548,1098,540,4.3839,299100
22,6064,4876,1697,2.875,227100
32,2593,1596,547,3.9886,199200
35,1664,1000,309,4.6731,224100
37,1600,1012,366,4.1597,201600
33,2205,1242,419,4.1319,203700
36,2794,1334,472,4.3462,222100
36,1254,629,245,4.9643,236100
36,1656,817,308,5.5675,215900
36,1952,1156,392,4.185,209200
36,2396,1064,398,4.7,223600
36,1493,766,272,4.8646,213200
35,1275,959,226,5.0282,195400
35,1620,1052,248,5.5209,203300
36,2394,1490,427,4.3261,206700
34,1663,762,282,5.1265,211000
29,4101,2630,867,4.6607,199800
18,3124,1855,725,2.9389,213200
35,2592,1427,434,5.0623,246400
35,1843,1041,317,4.4271,205100
36,1286,788,248,3.5333,196800
34,1599,819,306,4.3194,197000
33,3910,2097,810,3.8247,208700
13,8327,4126,1773,3.7313,189800
35,2891,1757,581,4.3571,199800
33,3270,2118,763,3.225,205300
35,1668,807,311,4.5125,200300
35,1614,850,330,4.1806,209000
37,2066,1031,414,4.0924,188400
36,1328,823,273,4.5648,193700
42,1558,884,334,2.2304,203800
33,2327,1166,472,4.2344,262500
34,2871,1350,535,3.7049,227500
35,2537,1161,421,5.3028,229200
38,2182,1141,379,4.2865,221100
18,4249,2047,909,4.1304,229100
35,2720,1158,445,5.0796,228300
26,2156,1142,470,4,224700
19,4315,2490,1222,2.6437,195000
37,1795,1082,354,4.9102,207200
26,2221,1998,603,2.8701,191100
21,2549,1624,628,3.6905,179800
18,5862,3161,1280,3.1106,170600
31,1963,1494,415,3.5313,211800
42,881,464,163,2.9511,203900
37,1560,763,284,3.8516,206900
37,1892,1039,343,4.8295,212100
32,2618,1961,633,2.625,192300
34,2307,1168,427,4.2143,245400
26,4175,2118,778,4.2083,240300
36,1544,891,286,4.175,190900
35,2273,1431,403,4.0789,196700
35,782,425,140,5.4548,201400
34,1237,671,221,3.9615,183600
34,2579,1237,517,4.433,235100
36,1366,719,270,4.8264,251000
22,3380,2199,737,2.5739,239200
25,1938,1280,425,3.9632,240300
36,978,475,192,4.675,222500
31,1856,990,360,4.3654,223800
24,2642,1649,633,3.0187,217700
26,2335,1986,645,2.9974,178800
18,847,733,178,5.2149,201900
37,1389,826,249,5.015,220900
27,2795,1702,586,3.7798,258400
23,4891,2447,765,5.8798,270500
17,3262,1879,708,4.1359,255200
13,6227,3739,1226,4.0313,299300
35,2560,1428,468,5.6345,228200
27,2209,1034,344,4.7125,250900
34,1943,895,305,5.0462,227700
34,2389,1560,514,4.8333,225400
21,9512,7282,2387,2.8039,227500
34,3494,1861,576,5.6407,251500
33,1636,866,289,5.6356,241300
26,3234,1597,513,6.1074,258600
34,2633,1313,428,4.0909,232900
41,1058,778,245,3.3534,180500
16,1718,896,475,3.6296,160900
33,2609,1208,406,5.4527,227100
23,3098,1486,492,5.7613,235800
31,3952,1762,588,5.5709,244800
16,4312,1902,574,8.4438,390000
5,5429,2315,687,9.6465,500001
23,7480,3037,1058,6.9223,338400
32,3233,1678,545,5.0025,234900
19,7411,2814,950,6.7785,336100
17,2737,2924,785,2.5797,183500
21,1789,2300,677,2.754,179800
10,2869,2162,829,3.2297,150000
19,2581,2004,784,2.6159,182300
35,1770,1083,355,5.0483,221000
36,878,499,179,4.1181,190400
18,7157,4642,1699,3.1818,208000
21,2979,1824,692,3.5,223700
36,2600,1246,426,4.1111,215600
36,2559,1358,445,4.5568,201500
33,1759,943,315,5.223,209200
35,1558,793,249,5.1463,220200
35,1323,756,216,4.233,221300
34,2185,986,347,4.8125,266700
35,2329,966,336,3.8839,224900
27,4286,2863,1033,3.3125,222800
15,3061,2173,1078,2.85,187500
28,908,368,143,5.6159,340500
29,2421,1120,388,5.0309,244800
25,3124,1241,439,6.4044,333100
35,1934,905,315,5.5101,267400
29,1673,794,270,5.5191,245800
28,3824,1790,701,4.1154,246400
34,703,369,127,4.3125,210100
16,14912,5105,3302,2.8312,213900
32,3568,1741,563,5.1529,259600
32,1646,697,233,6.6689,433000
30,2399,1062,377,6.0094,245600
33,3017,1423,470,5.6163,248400
33,3808,1784,615,5.1641,263400
28,3274,1424,521,4.4167,247300
27,1793,1016,326,4.925,240300
27,2772,1346,497,5.2016,243000
23,7544,3221,1043,7.642,374900
33,4769,2019,743,5.5798,338200
26,6767,2574,883,7.7846,409000
36,2981,1243,413,6.5304,439800
35,2072,908,342,6.0928,327300
29,3393,1471,587,6.2064,334900
7,11853,4404,2447,4.2009,271300
19,5944,2372,1250,3.8819,328900
32,1491,756,296,3.0404,262800
34,3268,1463,519,6.8482,308300
33,5252,2041,730,6.7977,389700
26,4607,1769,643,7.4918,367600
25,6612,2519,843,8.3912,419000
31,1689,705,360,4,278500
